sl,token_index,reading,form,lemma,pos,morph,gloss
427,2,Πρότερον δὲ ὁ κύριος προῳκονόμησεν τὰ ἑαυτοῦ πάθη,δὲ,δέ,ptcl,postpos advrs ptcl,and; but
427,3,Πρότερον δὲ ὁ κύριος προῳκονόμησεν τὰ ἑαυτοῦ πάθη,ὁ,ὁ,art,nom sg m,the
427,4,Πρότερον δὲ ὁ κύριος προῳκονόμησεν τὰ ἑαυτοῦ πάθη,κύριος,κύριος,noun,nom sg m,Lord
427,5,Πρότερον δὲ ὁ κύριος προῳκονόμησεν τὰ ἑαυτοῦ πάθη,προῳκονόμησεν,προοικονομέω,verb,aor act ind 3sg,pre-arranged
427,6,Πρότερον δὲ ὁ κύριος προῳκονόμησεν τὰ ἑαυτοῦ πάθη,τὰ,ὁ,art,acc pl n,the
427,7,Πρότερον δὲ ὁ κύριος προῳκονόμησεν τὰ ἑαυτοῦ πάθη,ἑαυτοῦ,ἑαυτοῦ,pron,refl pron gen sg m,his own
427,8,Πρότερον δὲ ὁ κύριος προῳκονόμησεν τὰ ἑαυτοῦ πάθη,πάθη,πάθος,noun,acc pl n,sufferings
428,1,"ἐν πατριάρχαις καὶ ἐν προφήταις καὶ ἐν παντὶ τῷ λαῷ,",ἐν,ἐν,prep,+dat,in
428,2,"ἐν πατριάρχαις καὶ ἐν προφήταις καὶ ἐν παντὶ τῷ λαῷ,",πατριάρχαις,πατριάρχης,noun,dat pl m,patriarchs
428,3,"ἐν πατριάρχαις καὶ ἐν προφήταις καὶ ἐν παντὶ τῷ λαῷ,",καὶ,καί,conj,coord conj,and
428,4,"ἐν πατριάρχαις καὶ ἐν προφήταις καὶ ἐν παντὶ τῷ λαῷ,",ἐν,ἐν,prep,+dat,in
428,5,"ἐν πατριάρχαις καὶ ἐν προφήταις καὶ ἐν παντὶ τῷ λαῷ,",προφήταις,προφήτης,noun,dat pl m,prophets
428,6,"ἐν πατριάρχαις καὶ ἐν προφήταις καὶ ἐν παντὶ τῷ λαῷ,",καὶ,καί,conj,coord conj,and
428,7,"ἐν πατριάρχαις καὶ ἐν προφήταις καὶ ἐν παντὶ τῷ λαῷ,",ἐν,ἐν,prep,+dat,in
428,8,"ἐν πατριάρχαις καὶ ἐν προφήταις καὶ ἐν παντὶ τῷ λαῷ,",παντὶ,πᾶς,adj,dat sg m,all
428,9,"ἐν πατριάρχαις καὶ ἐν προφήταις καὶ ἐν παντὶ τῷ λαῷ,",τῷ,ὁ,art,dat sg m,the
428,10,"ἐν πατριάρχαις καὶ ἐν προφήταις καὶ ἐν παντὶ τῷ λαῷ,",λαῷ,λαός,noun,dat sg m,people
429,1,διά τε νόμου καὶ προφητῶν ἐπισφραγισάμενος.,διά,διά,prep,+gen,through
429,2,διά τε νόμου καὶ προφητῶν ἐπισφραγισάμενος.,τε,τε,ptcl,enclitic ptcl,and
429,3,διά τε νόμου καὶ προφητῶν ἐπισφραγισάμενος.,νόμου,νόμος,noun,gen sg m,law
429,4,διά τε νόμου καὶ προφητῶν ἐπισφραγισάμενος.,καὶ,καί,conj,coord conj,and
429,5,διά τε νόμου καὶ προφητῶν ἐπισφραγισάμενος.,προφητῶν,προφήτης,noun,gen pl m,prophets
429,6,διά τε νόμου καὶ προφητῶν ἐπισφραγισάμενος.,ἐπισφραγισάμενος,ἐπισφραγίζω,ptcp,aor mid ptcp nom sg m,having sealed; ratified
430,1,"τὸ γὰρ μέλλον καινῶς καὶ μεγάλως ἔσεσθαι,",τὸ,ὁ,art,nom sg n,the
430,2,"τὸ γὰρ μέλλον καινῶς καὶ μεγάλως ἔσεσθαι,",γὰρ,γάρ,ptcl,postpos expl ptcl,for
430,3,"τὸ γὰρ μέλλον καινῶς καὶ μεγάλως ἔσεσθαι,",μέλλον,μέλλω,ptcp,pres act ptcp nom sg n,what is about to happen
430,4,"τὸ γὰρ μέλλον καινῶς καὶ μεγάλως ἔσεσθαι,",καινῶς,καινῶς,adv,adv,newly
430,5,"τὸ γὰρ μέλλον καινῶς καὶ μεγάλως ἔσεσθαι,",καὶ,καί,conj,coord conj,and
430,6,"τὸ γὰρ μέλλον καινῶς καὶ μεγάλως ἔσεσθαι,",μεγάλως,μεγάλως,adv,adv,greatly
430,7,"τὸ γὰρ μέλλον καινῶς καὶ μεγάλως ἔσεσθαι,",ἔσεσθαι,εἰμί,verb,fut inf,to be
431,1,"τοῦτο ἐκ μακροῦ προοικονομεῖται,",τοῦτο,οὗτος,pron,dem pron nom sg n,this
431,2,"τοῦτο ἐκ μακροῦ προοικονομεῖται,",ἐκ,ἐκ,prep,+gen,from
431,3,"τοῦτο ἐκ μακροῦ προοικονομεῖται,",μακροῦ,μακρός,adj,gen sg n,afar; long beforehand
431,4,"τοῦτο ἐκ μακροῦ προοικονομεῖται,",προοικονομεῖται,προοικονομέω,verb,pres mp ind 3sg,is prearranged; is preordained
432,1,ἵν᾽ ὁπόταν γένηται πίστεως τύχῃ,ἵν᾽,ἵνα,conj,subord conj,in order that
432,2,ἵν᾽ ὁπόταν γένηται πίστεως τύχῃ,ὁπόταν,ὁπόταν,conj,temp conj,whenever
432,3,ἵν᾽ ὁπόταν γένηται πίστεως τύχῃ,γένηται,γίγνομαι,verb,aor mid subj 3sg,it comes to pass
432,4,ἵν᾽ ὁπόταν γένηται πίστεως τύχῃ,πίστεως,πίστις,noun,gen sg f,faith; belief
432,5,ἵν᾽ ὁπόταν γένηται πίστεως τύχῃ,τύχῃ,τυγχάνω,verb,aor act subj 3sg,it may obtain
433,1,ἐκ μακροῦ προοραθέν.,ἐκ,ἐκ,prep,+gen,from
433,2,ἐκ μακροῦ προοραθέν.,μακροῦ,μακρός,adj,gen sg n,afar; long beforehand
433,3,ἐκ μακροῦ προοραθέν.,προοραθέν,προοράω,ptcp,aor pass ptcp nom sg n,having been foreseen
434,1,οὕτω δὴ καὶ τὸ τοῦ κυρίου μυστήριον,οὕτω,οὕτως,adv,adv,thus
434,2,οὕτω δὴ καὶ τὸ τοῦ κυρίου μυστήριον,δὴ,δή,ptcl,postpos emph ptcl,indeed
434,3,οὕτω δὴ καὶ τὸ τοῦ κυρίου μυστήριον,καὶ,καί,conj,coord conj,also
434,4,οὕτω δὴ καὶ τὸ τοῦ κυρίου μυστήριον,τὸ,ὁ,art,nom sg n,the
434,5,οὕτω δὴ καὶ τὸ τοῦ κυρίου μυστήριον,τοῦ,ὁ,art,gen sg m,of the
434,6,οὕτω δὴ καὶ τὸ τοῦ κυρίου μυστήριον,κυρίου,κύριος,noun,gen sg m,Lord
434,7,οὕτω δὴ καὶ τὸ τοῦ κυρίου μυστήριον,μυστήριον,μυστήριον,noun,nom sg n,mystery
435,1,"ἐκ μακροῦ προτυπωθέν,",ἐκ,ἐκ,prep,+gen,from
435,2,"ἐκ μακροῦ προτυπωθέν,",μακροῦ,μακρός,adj,gen sg n,afar; long beforehand
435,3,"ἐκ μακροῦ προτυπωθέν,",προτυπωθέν,προτυπόω,ptcp,aor pass ptcp nom sg n,having been prefigured
436,1,"διὰ δὲ τύπον ὁραθέν,",διὰ,διά,prep,+acc,through
436,2,"διὰ δὲ τύπον ὁραθέν,",δὲ,δέ,ptcl,postpos advrs ptcl,and
436,3,"διὰ δὲ τύπον ὁραθέν,",τύπον,τύπος,noun,acc sg m,type; figure
436,4,"διὰ δὲ τύπον ὁραθέν,",ὁραθέν,ὁράω,ptcp,aor pass ptcp nom sg n,having been seen
437,1,σήμερον πίστεως τυγχάνει τετελεσμένον,σήμερον,σήμερον,adv,adv,today
437,2,σήμερον πίστεως τυγχάνει τετελεσμένον,πίστεως,πίστις,noun,gen sg f,faith; belief
437,3,σήμερον πίστεως τυγχάνει τετελεσμένον,τυγχάνει,τυγχάνω,verb,pres act ind 3sg,obtains; meets with
437,4,σήμερον πίστεως τυγχάνει τετελεσμένον,τετελεσμένον,τελέω,ptcp,pf mp ptcp nom sg n,having been accomplished
438,1,καίτοι ὡς καινὸν τοῖς ἀνθρώποις νομιζόμενον.,καίτοι,καίτοι,conj,advrs conj,and yet
438,2,καίτοι ὡς καινὸν τοῖς ἀνθρώποις νομιζόμενον.,ὡς,ὡς,ptcl,comp ptcl,as
438,3,καίτοι ὡς καινὸν τοῖς ἀνθρώποις νομιζόμενον.,καινὸν,καινός,adj,acc sg n,new
438,4,καίτοι ὡς καινὸν τοῖς ἀνθρώποις νομιζόμενον.,τοῖς,ὁ,art,dat pl m,to the
438,5,καίτοι ὡς καινὸν τοῖς ἀνθρώποις νομιζόμενον.,ἀνθρώποις,ἄνθρωπος,noun,dat pl m,men
438,6,καίτοι ὡς καινὸν τοῖς ἀνθρώποις νομιζόμενον.,νομιζόμενον,νομίζω,ptcp,pres mp ptcp nom/acc sg n,being regarded
439,1,ἔστιν γὰρ καινὸν καὶ παλαιὸν τὸ τοῦ κυρίου μυστήριον·,ἔστιν,εἰμί,verb,pres act ind 3sg,is
439,2,ἔστιν γὰρ καινὸν καὶ παλαιὸν τὸ τοῦ κυρίου μυστήριον·,γὰρ,γάρ,ptcl,postpos expl ptcl,for
439,3,ἔστιν γὰρ καινὸν καὶ παλαιὸν τὸ τοῦ κυρίου μυστήριον·,καινὸν,καινός,adj,pred nom sg n,new
439,4,ἔστιν γὰρ καινὸν καὶ παλαιὸν τὸ τοῦ κυρίου μυστήριον·,καὶ,καί,conj,coord conj,and
439,5,ἔστιν γὰρ καινὸν καὶ παλαιὸν τὸ τοῦ κυρίου μυστήριον·,παλαιὸν,παλαιός,adj,pred nom sg n,old
439,6,ἔστιν γὰρ καινὸν καὶ παλαιὸν τὸ τοῦ κυρίου μυστήριον·,τὸ,ὁ,art,nom sg n,the
439,7,ἔστιν γὰρ καινὸν καὶ παλαιὸν τὸ τοῦ κυρίου μυστήριον·,τοῦ,ὁ,art,gen sg m,of the
439,8,ἔστιν γὰρ καινὸν καὶ παλαιὸν τὸ τοῦ κυρίου μυστήριον·,κυρίου,κύριος,noun,gen sg m,Lord
439,9,ἔστιν γὰρ καινὸν καὶ παλαιὸν τὸ τοῦ κυρίου μυστήριον·,μυστήριον,μυστήριον,noun,nom sg n,mystery
440,1,"παλαιὸν μὲν κατὰ τὸν νόμον,",παλαιὸν,παλαιός,adj,pred nom sg n,old
440,2,"παλαιὸν μὲν κατὰ τὸν νόμον,",μὲν,μέν,ptcl,postpos coord ptcl,on the one hand
440,3,"παλαιὸν μὲν κατὰ τὸν νόμον,",κατὰ,κατά,prep,+acc,according to
440,4,"παλαιὸν μὲν κατὰ τὸν νόμον,",τὸν,ὁ,art,acc sg m,the
440,5,"παλαιὸν μὲν κατὰ τὸν νόμον,",νόμον,νόμος,noun,acc sg m,law
441,1,καινὸν δὲ κατὰ τὴν χάριν.,καινὸν,καινός,adj,pred nom sg n,new
441,2,καινὸν δὲ κατὰ τὴν χάριν.,δὲ,δέ,ptcl,postpos advrs ptcl,but
441,3,καινὸν δὲ κατὰ τὴν χάριν.,κατὰ,κατά,prep,+acc,according to
441,4,καινὸν δὲ κατὰ τὴν χάριν.,τὴν,ὁ,art,acc sg f,the
441,5,καινὸν δὲ κατὰ τὴν χάριν.,χάριν,χάρις,noun,acc sg f,grace
444,1,"ἀλλ᾽ ἐὰν ἀποβλέψῃς εἰς τὸν τύπον,",ἀλλ᾽,ἀλλά,conj,advrs conj,but
444,2,"ἀλλ᾽ ἐὰν ἀποβλέψῃς εἰς τὸν τύπον,",ἐὰν,ἐάν,conj,subord conj,if
444,3,"ἀλλ᾽ ἐὰν ἀποβλέψῃς εἰς τὸν τύπον,",ἀποβλέψῃς,ἀποβλέπω,verb,aor act subj 2sg,you look
444,4,"ἀλλ᾽ ἐὰν ἀποβλέψῃς εἰς τὸν τύπον,",εἰς,εἰς,prep,+acc,toward
444,5,"ἀλλ᾽ ἐὰν ἀποβλέψῃς εἰς τὸν τύπον,",τὸν,ὁ,art,acc sg m,the
444,6,"ἀλλ᾽ ἐὰν ἀποβλέψῃς εἰς τὸν τύπον,",τύπον,τύπος,noun,acc sg m,type; figure
445,1,τοῦτον ὄψῃ διὰ τῆς ἐκβάσεως.,τοῦτον,οὗτος,pron,dem pron acc sg m,this one
445,2,τοῦτον ὄψῃ διὰ τῆς ἐκβάσεως.,ὄψῃ,ὁράω,verb,fut mid ind 2sg,you will see
445,3,τοῦτον ὄψῃ διὰ τῆς ἐκβάσεως.,διὰ,διά,prep,+gen,through
445,4,τοῦτον ὄψῃ διὰ τῆς ἐκβάσεως.,τῆς,ὁ,art,gen sg f,the
445,5,τοῦτον ὄψῃ διὰ τῆς ἐκβάσεως.,ἐκβάσεως,ἔκβασις,noun,gen sg f,outcome; issue
446,1,"τοιγαροῦν εἰ βούλει τὸ τοῦ κυρίου μυστήριον ἰδέσθαι,",τοιγαροῦν,τοιγαροῦν,ptcl,infer ptcl,therefore then
446,2,"τοιγαροῦν εἰ βούλει τὸ τοῦ κυρίου μυστήριον ἰδέσθαι,",εἰ,εἰ,conj,subord conj,if
446,3,"τοιγαροῦν εἰ βούλει τὸ τοῦ κυρίου μυστήριον ἰδέσθαι,",βούλει,βούλομαι,verb,pres mid ind 2sg,you wish
446,4,"τοιγαροῦν εἰ βούλει τὸ τοῦ κυρίου μυστήριον ἰδέσθαι,",τὸ,ὁ,art,acc sg n,the
446,5,"τοιγαροῦν εἰ βούλει τὸ τοῦ κυρίου μυστήριον ἰδέσθαι,",τοῦ,ὁ,art,gen sg m,of the
446,6,"τοιγαροῦν εἰ βούλει τὸ τοῦ κυρίου μυστήριον ἰδέσθαι,",κυρίου,κύριος,noun,gen sg m,Lord
446,7,"τοιγαροῦν εἰ βούλει τὸ τοῦ κυρίου μυστήριον ἰδέσθαι,",μυστήριον,μυστήριον,noun,acc sg n,mystery
446,8,"τοιγαροῦν εἰ βούλει τὸ τοῦ κυρίου μυστήριον ἰδέσθαι,",ἰδέσθαι,ὁράω,verb,aor mid inf,to see
447,1,"ἀπόβλεψον εἰς τὸν Ἀβὲλ τὸν ὁμοίως φονευόμενον,",ἀπόβλεψον,ἀποβλέπω,verb,aor act imp 2sg,look toward
447,2,"ἀπόβλεψον εἰς τὸν Ἀβὲλ τὸν ὁμοίως φονευόμενον,",εἰς,εἰς,prep,+acc,toward
447,3,"ἀπόβλεψον εἰς τὸν Ἀβὲλ τὸν ὁμοίως φονευόμενον,",τὸν,ὁ,art,acc sg m,the
447,4,"ἀπόβλεψον εἰς τὸν Ἀβὲλ τὸν ὁμοίως φονευόμενον,",Ἀβὲλ,Ἀβέλ,propn,acc sg m indecl,Abel
447,5,"ἀπόβλεψον εἰς τὸν Ἀβὲλ τὸν ὁμοίως φονευόμενον,",τὸν,ὁ,art,acc sg m,the
447,6,"ἀπόβλεψον εἰς τὸν Ἀβὲλ τὸν ὁμοίως φονευόμενον,",ὁμοίως,ὁμοίως,adv,adv,in like manner
447,7,"ἀπόβλεψον εἰς τὸν Ἀβὲλ τὸν ὁμοίως φονευόμενον,",φονευόμενον,φονεύω,ptcp,pres mp ptcp acc sg m,being killed
448,1,"εἰς τὸν Ἰσὰκ τὸν ὁμοίως συμποδιζόμενον,",εἰς,εἰς,prep,+acc,toward
448,2,"εἰς τὸν Ἰσὰκ τὸν ὁμοίως συμποδιζόμενον,",τὸν,ὁ,art,acc sg m,the
448,3,"εἰς τὸν Ἰσὰκ τὸν ὁμοίως συμποδιζόμενον,",Ἰσὰκ,Ἰσαάκ,propn,acc sg m indecl,Isaac
448,4,"εἰς τὸν Ἰσὰκ τὸν ὁμοίως συμποδιζόμενον,",τὸν,ὁ,art,acc sg m,the
448,5,"εἰς τὸν Ἰσὰκ τὸν ὁμοίως συμποδιζόμενον,",ὁμοίως,ὁμοίως,adv,adv,in like manner
448,6,"εἰς τὸν Ἰσὰκ τὸν ὁμοίως συμποδιζόμενον,",συμποδιζόμενον,συμποδίζω,ptcp,pres mp ptcp acc sg m,being bound together
449,1,"εἰς τὸν Ἰωσὴφ τὸν ὁμοίως πιπρασκόμενον,",εἰς,εἰς,prep,+acc,toward
449,2,"εἰς τὸν Ἰωσὴφ τὸν ὁμοίως πιπρασκόμενον,",τὸν,ὁ,art,acc sg m,the
449,3,"εἰς τὸν Ἰωσὴφ τὸν ὁμοίως πιπρασκόμενον,",Ἰωσὴφ,Ἰωσήφ,propn,acc sg m indecl,Joseph
449,4,"εἰς τὸν Ἰωσὴφ τὸν ὁμοίως πιπρασκόμενον,",τὸν,ὁ,art,acc sg m,the
449,5,"εἰς τὸν Ἰωσὴφ τὸν ὁμοίως πιπρασκόμενον,",ὁμοίως,ὁμοίως,adv,adv,in like manner
449,6,"εἰς τὸν Ἰωσὴφ τὸν ὁμοίως πιπρασκόμενον,",πιπρασκόμενον,πιπράσκω,ptcp,pres mp ptcp acc sg m,being sold
450,1,"εἰς τὸν Μωυσέα τὸν ὁμοίως ἐκτιθέμενον,",εἰς,εἰς,prep,+acc,toward
450,2,"εἰς τὸν Μωυσέα τὸν ὁμοίως ἐκτιθέμενον,",τὸν,ὁ,art,acc sg m,the
450,3,"εἰς τὸν Μωυσέα τὸν ὁμοίως ἐκτιθέμενον,",Μωυσέα,Μωυσῆς,propn,acc sg m,Moses
450,4,"εἰς τὸν Μωυσέα τὸν ὁμοίως ἐκτιθέμενον,",τὸν,ὁ,art,acc sg m,the
450,5,"εἰς τὸν Μωυσέα τὸν ὁμοίως ἐκτιθέμενον,",ὁμοίως,ὁμοίως,adv,adv,in like manner
450,6,"εἰς τὸν Μωυσέα τὸν ὁμοίως ἐκτιθέμενον,",ἐκτιθέμενον,ἐκτίθημι,ptcp,pres mp ptcp acc sg m,being exposed; cast out
451,1,"εἰς τὸν Δαυεὶδ τὸν ὁμοίως διωκόμενον,",εἰς,εἰς,prep,+acc,toward
451,2,"εἰς τὸν Δαυεὶδ τὸν ὁμοίως διωκόμενον,",τὸν,ὁ,art,acc sg m,the
451,3,"εἰς τὸν Δαυεὶδ τὸν ὁμοίως διωκόμενον,",Δαυεὶδ,Δαυίδ,propn,acc sg m indecl,David
451,4,"εἰς τὸν Δαυεὶδ τὸν ὁμοίως διωκόμενον,",τὸν,ὁ,art,acc sg m,the
451,5,"εἰς τὸν Δαυεὶδ τὸν ὁμοίως διωκόμενον,",ὁμοίως,ὁμοίως,adv,adv,in like manner
451,6,"εἰς τὸν Δαυεὶδ τὸν ὁμοίως διωκόμενον,",διωκόμενον,διώκω,ptcp,pres mp ptcp acc sg m,being pursued
452,1,εἰς τοὺς προφήτας τοὺς ὁμοίως διὰ Χριστὸν πάσχοντας.,εἰς,εἰς,prep,+acc,toward
452,2,εἰς τοὺς προφήτας τοὺς ὁμοίως διὰ Χριστὸν πάσχοντας.,τοὺς,ὁ,art,acc pl m,the
452,3,εἰς τοὺς προφήτας τοὺς ὁμοίως διὰ Χριστὸν πάσχοντας.,προφήτας,προφήτης,noun,acc pl m,prophets
452,4,εἰς τοὺς προφήτας τοὺς ὁμοίως διὰ Χριστὸν πάσχοντας.,τοὺς,ὁ,art,acc pl m,the
452,5,εἰς τοὺς προφήτας τοὺς ὁμοίως διὰ Χριστὸν πάσχοντας.,ὁμοίως,ὁμοίως,adv,adv,in like manner
452,6,εἰς τοὺς προφήτας τοὺς ὁμοίως διὰ Χριστὸν πάσχοντας.,διὰ,διά,prep,+acc,on account of
